unit_id,treatment,exposed,exposure_count,converted,data_source,scenario
SYN-008382,control,1,1,1,synthetic,near_null_effect
SYN-008383,treatment,1,1,0,synthetic,near_null_effect
SYN-008384,control,1,1,0,synthetic,near_null_effect
SYN-008385,treatment,1,1,0,synthetic,near_null_effect
SYN-008386,control,1,1,0,synthetic,near_null_effect
SYN-008387,control,1,1,0,synthetic,near_null_effect
SYN-008388,control,1,1,0,synthetic,near_null_effect
SYN-008389,treatment,1,1,0,synthetic,near_null_effect
SYN-008390,treatment,1,1,0,synthetic,near_null_effect
SYN-008391,control,1,1,0,synthetic,near_null_effect
SYN-008392,control,1,1,0,synthetic,near_null_effect
SYN-008393,treatment,1,1,0,synthetic,near_null_effect
SYN-008394,treatment,1,1,1,synthetic,near_null_effect
SYN-008395,control,1,1,0,synthetic,near_null_effect
SYN-008396,treatment,1,1,0,synthetic,near_null_effect
SYN-008397,treatment,1,1,0,synthetic,near_null_effect
SYN-008398,control,1,1,0,synthetic,near_null_effect
SYN-008399,treatment,1,1,0,synthetic,near_null_effect
SYN-008400,treatment,1,1,0,synthetic,near_null_effect
SYN-008401,treatment,1,1,0,synthetic,near_null_effect
SYN-008402,treatment,1,1,0,synthetic,near_null_effect
SYN-008403,control,1,1,0,synthetic,near_null_effect
SYN-008404,control,1,1,0,synthetic,near_null_effect
SYN-008405,control,1,1,0,synthetic,near_null_effect
SYN-008406,treatment,1,1,0,synthetic,near_null_effect
SYN-008407,treatment,1,1,0,synthetic,near_null_effect
SYN-008408,treatment,1,1,0,synthetic,near_null_effect
SYN-008409,treatment,1,1,0,synthetic,near_null_effect
SYN-008410,treatment,1,1,0,synthetic,near_null_effect
SYN-008411,treatment,1,1,0,synthetic,near_null_effect
SYN-008412,treatment,1,1,0,synthetic,near_null_effect
SYN-008413,treatment,1,1,0,synthetic,near_null_effect
SYN-008414,treatment,1,1,0,synthetic,near_null_effect
SYN-008415,treatment,1,1,0,synthetic,near_null_effect
SYN-008416,control,1,1,0,synthetic,near_null_effect
SYN-008417,control,1,1,0,synthetic,near_null_effect
SYN-008418,control,1,1,0,synthetic,near_null_effect
SYN-008419,treatment,1,1,0,synthetic,near_null_effect
SYN-008420,control,1,1,0,synthetic,near_null_effect
SYN-008421,treatment,1,1,0,synthetic,near_null_effect
SYN-008422,control,1,1,0,synthetic,near_null_effect
SYN-008423,control,1,1,0,synthetic,near_null_effect
SYN-008424,control,1,1,0,synthetic,near_null_effect
SYN-008425,treatment,1,1,0,synthetic,near_null_effect
SYN-008426,treatment,1,1,0,synthetic,near_null_effect
SYN-008427,control,1,1,0,synthetic,near_null_effect
SYN-008428,control,1,1,0,synthetic,near_null_effect
SYN-008429,treatment,1,1,0,synthetic,near_null_effect
SYN-008430,control,1,1,0,synthetic,near_null_effect
SYN-008431,control,1,1,0,synthetic,near_null_effect
SYN-008432,control,1,1,0,synthetic,near_null_effect
SYN-008433,control,1,1,0,synthetic,near_null_effect
SYN-008434,treatment,1,1,0,synthetic,near_null_effect
SYN-008435,treatment,1,1,0,synthetic,near_null_effect
SYN-008436,treatment,1,1,0,synthetic,near_null_effect
SYN-008437,control,1,1,0,synthetic,near_null_effect
SYN-008438,treatment,1,1,0,synthetic,near_null_effect
SYN-008439,control,1,1,0,synthetic,near_null_effect
SYN-008440,treatment,1,1,0,synthetic,near_null_effect
SYN-008441,treatment,1,1,0,synthetic,near_null_effect
SYN-008442,control,1,1,0,synthetic,near_null_effect
SYN-008443,control,1,1,0,synthetic,near_null_effect
SYN-008444,control,1,1,1,synthetic,near_null_effect
SYN-008445,treatment,1,1,0,synthetic,near_null_effect
SYN-008446,treatment,1,1,0,synthetic,near_null_effect
SYN-008447,control,1,1,0,synthetic,near_null_effect
SYN-008448,control,1,1,0,synthetic,near_null_effect
SYN-008449,treatment,1,1,0,synthetic,near_null_effect
SYN-008450,control,1,1,0,synthetic,near_null_effect
SYN-008451,control,1,1,0,synthetic,near_null_effect
SYN-008452,treatment,1,1,0,synthetic,near_null_effect
SYN-008453,control,1,1,0,synthetic,near_null_effect
SYN-008454,treatment,1,1,0,synthetic,near_null_effect
SYN-008455,treatment,1,1,0,synthetic,near_null_effect
SYN-008456,control,1,1,0,synthetic,near_null_effect
SYN-008457,control,1,1,0,synthetic,near_null_effect
SYN-008458,treatment,1,1,0,synthetic,near_null_effect
SYN-008459,treatment,1,1,0,synthetic,near_null_effect
SYN-008460,treatment,1,1,0,synthetic,near_null_effect
SYN-008461,treatment,1,1,0,synthetic,near_null_effect
SYN-008462,control,1,1,1,synthetic,near_null_effect
SYN-008463,treatment,1,1,0,synthetic,near_null_effect
SYN-008464,treatment,1,1,0,synthetic,near_null_effect
SYN-008465,treatment,1,1,0,synthetic,near_null_effect
SYN-008466,control,1,1,0,synthetic,near_null_effect
SYN-008467,control,1,1,0,synthetic,near_null_effect
SYN-008468,control,1,1,0,synthetic,near_null_effect
SYN-008469,control,1,1,0,synthetic,near_null_effect
SYN-008470,treatment,1,1,1,synthetic,near_null_effect
SYN-008471,treatment,1,1,1,synthetic,near_null_effect
SYN-008472,treatment,1,1,0,synthetic,near_null_effect
SYN-008473,treatment,1,1,0,synthetic,near_null_effect
SYN-008474,treatment,1,1,0,synthetic,near_null_effect
SYN-008475,treatment,1,1,0,synthetic,near_null_effect
SYN-008476,control,1,1,0,synthetic,near_null_effect
SYN-008477,treatment,1,1,0,synthetic,near_null_effect
SYN-008478,control,1,1,0,synthetic,near_null_effect
SYN-008479,control,1,1,0,synthetic,near_null_effect
SYN-008480,treatment,1,1,0,synthetic,near_null_effect
SYN-008481,treatment,1,1,0,synthetic,near_null_effect
SYN-008482,control,1,1,0,synthetic,near_null_effect
SYN-008483,treatment,1,1,0,synthetic,near_null_effect
SYN-008484,control,1,1,0,synthetic,near_null_effect
SYN-008485,treatment,1,1,0,synthetic,near_null_effect
SYN-008486,treatment,1,1,0,synthetic,near_null_effect
SYN-008487,treatment,1,1,0,synthetic,near_null_effect
SYN-008488,treatment,1,1,0,synthetic,near_null_effect
SYN-008489,treatment,1,1,0,synthetic,near_null_effect
SYN-008490,treatment,1,1,1,synthetic,near_null_effect
SYN-008491,treatment,1,1,0,synthetic,near_null_effect
SYN-008492,treatment,1,1,0,synthetic,near_null_effect
SYN-008493,treatment,1,1,0,synthetic,near_null_effect
SYN-008494,control,1,1,0,synthetic,near_null_effect
SYN-008495,treatment,1,1,0,synthetic,near_null_effect
SYN-008496,control,1,1,0,synthetic,near_null_effect
SYN-008497,control,1,1,0,synthetic,near_null_effect
SYN-008498,control,1,1,0,synthetic,near_null_effect
SYN-008499,control,1,1,0,synthetic,near_null_effect
SYN-008500,control,1,1,0,synthetic,near_null_effect
SYN-008501,treatment,1,1,0,synthetic,near_null_effect
SYN-008502,treatment,1,1,1,synthetic,near_null_effect
SYN-008503,control,1,1,0,synthetic,near_null_effect
SYN-008504,control,1,1,0,synthetic,near_null_effect
SYN-008505,control,1,1,0,synthetic,near_null_effect
SYN-008506,treatment,1,1,0,synthetic,near_null_effect
SYN-008507,treatment,1,1,0,synthetic,near_null_effect
SYN-008508,control,1,1,0,synthetic,near_null_effect
SYN-008509,control,1,1,1,synthetic,near_null_effect
SYN-008510,treatment,1,1,0,synthetic,near_null_effect
SYN-008511,treatment,1,1,0,synthetic,near_null_effect
SYN-008512,treatment,1,1,0,synthetic,near_null_effect
SYN-008513,treatment,1,1,0,synthetic,near_null_effect
SYN-008514,treatment,1,1,0,synthetic,near_null_effect
SYN-008515,treatment,1,1,0,synthetic,near_null_effect
SYN-008516,control,1,1,0,synthetic,near_null_effect
SYN-008517,control,1,1,0,synthetic,near_null_effect
SYN-008518,control,1,1,0,synthetic,near_null_effect
SYN-008519,control,1,1,1,synthetic,near_null_effect
SYN-008520,treatment,1,1,0,synthetic,near_null_effect
SYN-008521,control,1,1,0,synthetic,near_null_effect
SYN-008522,treatment,1,1,1,synthetic,near_null_effect
SYN-008523,control,1,1,0,synthetic,near_null_effect
SYN-008524,control,1,1,1,synthetic,near_null_effect
SYN-008525,treatment,1,1,0,synthetic,near_null_effect
SYN-008526,control,1,1,0,synthetic,near_null_effect
SYN-008527,control,1,1,0,synthetic,near_null_effect
SYN-008528,control,1,1,0,synthetic,near_null_effect
SYN-008529,control,1,1,0,synthetic,near_null_effect
SYN-008530,control,1,1,0,synthetic,near_null_effect
SYN-008531,treatment,1,1,0,synthetic,near_null_effect
SYN-008532,control,1,1,0,synthetic,near_null_effect
SYN-008533,control,1,1,0,synthetic,near_null_effect
SYN-008534,control,1,1,0,synthetic,near_null_effect
SYN-008535,treatment,1,1,0,synthetic,near_null_effect
SYN-008536,control,1,1,0,synthetic,near_null_effect
SYN-008537,control,1,1,0,synthetic,near_null_effect
SYN-008538,treatment,1,1,0,synthetic,near_null_effect
SYN-008539,treatment,1,1,0,synthetic,near_null_effect
SYN-008540,control,1,1,0,synthetic,near_null_effect
SYN-008541,control,1,1,0,synthetic,near_null_effect
SYN-008542,treatment,1,1,0,synthetic,near_null_effect
SYN-008543,treatment,1,1,0,synthetic,near_null_effect
SYN-008544,treatment,1,1,0,synthetic,near_null_effect
SYN-008545,treatment,1,1,0,synthetic,near_null_effect
SYN-008546,treatment,1,1,0,synthetic,near_null_effect
SYN-008547,control,1,1,0,synthetic,near_null_effect
SYN-008548,treatment,1,1,0,synthetic,near_null_effect
SYN-008549,control,1,1,0,synthetic,near_null_effect
SYN-008550,treatment,1,1,0,synthetic,near_null_effect
SYN-008551,control,1,1,0,synthetic,near_null_effect
SYN-008552,treatment,1,1,0,synthetic,near_null_effect
SYN-008553,control,1,1,0,synthetic,near_null_effect
SYN-008554,treatment,1,1,0,synthetic,near_null_effect
SYN-008555,control,1,1,0,synthetic,near_null_effect
SYN-008556,control,1,1,0,synthetic,near_null_effect
SYN-008557,control,1,1,0,synthetic,near_null_effect
SYN-008558,treatment,1,1,0,synthetic,near_null_effect
SYN-008559,control,1,1,0,synthetic,near_null_effect
SYN-008560,treatment,1,1,0,synthetic,near_null_effect
SYN-008561,control,1,1,0,synthetic,near_null_effect
SYN-008562,control,1,1,0,synthetic,near_null_effect
SYN-008563,treatment,1,1,0,synthetic,near_null_effect
SYN-008564,control,1,1,0,synthetic,near_null_effect
SYN-008565,control,1,1,0,synthetic,near_null_effect
SYN-008566,treatment,1,1,0,synthetic,near_null_effect
SYN-008567,control,1,1,0,synthetic,near_null_effect
SYN-008568,control,1,1,0,synthetic,near_null_effect
SYN-008569,control,1,1,0,synthetic,near_null_effect
SYN-008570,treatment,1,1,0,synthetic,near_null_effect
SYN-008571,control,1,1,0,synthetic,near_null_effect
SYN-008572,treatment,1,1,0,synthetic,near_null_effect
SYN-008573,treatment,1,1,0,synthetic,near_null_effect
SYN-008574,treatment,1,1,0,synthetic,near_null_effect
SYN-008575,control,1,1,0,synthetic,near_null_effect
SYN-008576,control,1,1,0,synthetic,near_null_effect
SYN-008577,treatment,1,1,0,synthetic,near_null_effect
SYN-008578,treatment,1,1,0,synthetic,near_null_effect
SYN-008579,control,1,1,0,synthetic,near_null_effect
SYN-008580,treatment,1,1,1,synthetic,near_null_effect
SYN-008581,treatment,1,1,0,synthetic,near_null_effect
SYN-008582,treatment,1,1,0,synthetic,near_null_effect
SYN-008583,treatment,1,1,0,synthetic,near_null_effect
SYN-008584,control,1,1,0,synthetic,near_null_effect
SYN-008585,treatment,1,1,0,synthetic,near_null_effect
SYN-008586,control,1,1,0,synthetic,near_null_effect
SYN-008587,treatment,1,1,0,synthetic,near_null_effect
SYN-008588,treatment,1,1,0,synthetic,near_null_effect
SYN-008589,treatment,1,1,1,synthetic,near_null_effect
SYN-008590,control,1,1,0,synthetic,near_null_effect
SYN-008591,treatment,1,1,1,synthetic,near_null_effect
SYN-008592,control,1,1,0,synthetic,near_null_effect
SYN-008593,treatment,1,1,0,synthetic,near_null_effect
SYN-008594,control,1,1,0,synthetic,near_null_effect
SYN-008595,control,1,1,0,synthetic,near_null_effect
SYN-008596,treatment,1,1,0,synthetic,near_null_effect
SYN-008597,control,1,1,0,synthetic,near_null_effect
SYN-008598,control,1,1,0,synthetic,near_null_effect
SYN-008599,control,1,1,0,synthetic,near_null_effect
SYN-008600,control,1,1,0,synthetic,near_null_effect
SYN-008601,treatment,1,1,0,synthetic,near_null_effect
SYN-008602,treatment,1,1,0,synthetic,near_null_effect
SYN-008603,treatment,1,1,0,synthetic,near_null_effect
SYN-008604,treatment,1,1,0,synthetic,near_null_effect
SYN-008605,treatment,1,1,0,synthetic,near_null_effect
SYN-008606,control,1,1,0,synthetic,near_null_effect
SYN-008607,control,1,1,0,synthetic,near_null_effect
SYN-008608,control,1,1,0,synthetic,near_null_effect
SYN-008609,treatment,1,1,0,synthetic,near_null_effect
SYN-008610,treatment,1,1,0,synthetic,near_null_effect
SYN-008611,treatment,1,1,0,synthetic,near_null_effect
SYN-008612,control,1,1,0,synthetic,near_null_effect
SYN-008613,control,1,1,0,synthetic,near_null_effect
SYN-008614,treatment,1,1,1,synthetic,near_null_effect
SYN-008615,control,1,1,0,synthetic,near_null_effect
SYN-008616,treatment,1,1,0,synthetic,near_null_effect
SYN-008617,control,1,1,0,synthetic,near_null_effect
SYN-008618,control,1,1,0,synthetic,near_null_effect
SYN-008619,control,1,1,0,synthetic,near_null_effect
SYN-008620,control,1,1,1,synthetic,near_null_effect
SYN-008621,control,1,1,0,synthetic,near_null_effect
SYN-008622,treatment,1,1,0,synthetic,near_null_effect
SYN-008623,treatment,1,1,0,synthetic,near_null_effect
SYN-008624,control,1,1,0,synthetic,near_null_effect
SYN-008625,treatment,1,1,0,synthetic,near_null_effect
SYN-008626,control,1,1,0,synthetic,near_null_effect
SYN-008627,treatment,1,1,0,synthetic,near_null_effect
SYN-008628,control,1,1,0,synthetic,near_null_effect
SYN-008629,treatment,1,1,0,synthetic,near_null_effect
SYN-008630,control,1,1,0,synthetic,near_null_effect
SYN-008631,control,1,1,0,synthetic,near_null_effect
SYN-008632,treatment,1,1,0,synthetic,near_null_effect
SYN-008633,control,1,1,0,synthetic,near_null_effect
SYN-008634,treatment,1,1,0,synthetic,near_null_effect
SYN-008635,treatment,1,1,1,synthetic,near_null_effect
SYN-008636,control,1,1,0,synthetic,near_null_effect
SYN-008637,control,1,1,1,synthetic,near_null_effect
SYN-008638,control,1,1,0,synthetic,near_null_effect
SYN-008639,treatment,1,1,0,synthetic,near_null_effect
SYN-008640,control,1,1,0,synthetic,near_null_effect
SYN-008641,treatment,1,1,0,synthetic,near_null_effect
SYN-008642,treatment,1,1,1,synthetic,near_null_effect
SYN-008643,treatment,1,1,0,synthetic,near_null_effect
SYN-008644,treatment,1,1,0,synthetic,near_null_effect
SYN-008645,control,1,1,0,synthetic,near_null_effect
SYN-008646,treatment,1,1,0,synthetic,near_null_effect
SYN-008647,treatment,1,1,0,synthetic,near_null_effect
SYN-008648,control,1,1,0,synthetic,near_null_effect
SYN-008649,control,1,1,0,synthetic,near_null_effect
SYN-008650,treatment,1,1,0,synthetic,near_null_effect
SYN-008651,control,1,1,0,synthetic,near_null_effect
SYN-008652,control,1,1,0,synthetic,near_null_effect
SYN-008653,control,1,1,0,synthetic,near_null_effect
SYN-008654,treatment,1,1,0,synthetic,near_null_effect
SYN-008655,treatment,1,1,0,synthetic,near_null_effect
SYN-008656,treatment,1,1,0,synthetic,near_null_effect
SYN-008657,treatment,1,1,0,synthetic,near_null_effect
SYN-008658,control,1,1,0,synthetic,near_null_effect
SYN-008659,control,1,1,0,synthetic,near_null_effect
SYN-008660,control,1,1,0,synthetic,near_null_effect
SYN-008661,treatment,1,1,0,synthetic,near_null_effect
SYN-008662,treatment,1,1,0,synthetic,near_null_effect
SYN-008663,control,1,1,0,synthetic,near_null_effect
SYN-008664,treatment,1,1,0,synthetic,near_null_effect
SYN-008665,control,1,1,0,synthetic,near_null_effect
SYN-008666,treatment,1,1,0,synthetic,near_null_effect
SYN-008667,treatment,1,1,0,synthetic,near_null_effect
SYN-008668,control,1,1,0,synthetic,near_null_effect
SYN-008669,treatment,1,1,1,synthetic,near_null_effect
SYN-008670,treatment,1,1,0,synthetic,near_null_effect
SYN-008671,control,1,1,0,synthetic,near_null_effect
SYN-008672,treatment,1,1,0,synthetic,near_null_effect
SYN-008673,control,1,1,0,synthetic,near_null_effect
SYN-008674,control,1,1,0,synthetic,near_null_effect
SYN-008675,treatment,1,1,0,synthetic,near_null_effect
SYN-008676,treatment,1,1,0,synthetic,near_null_effect
SYN-008677,treatment,1,1,1,synthetic,near_null_effect
SYN-008678,treatment,1,1,0,synthetic,near_null_effect
SYN-008679,control,1,1,0,synthetic,near_null_effect
SYN-008680,treatment,1,1,0,synthetic,near_null_effect
SYN-008681,control,1,1,0,synthetic,near_null_effect
SYN-008682,treatment,1,1,0,synthetic,near_null_effect
SYN-008683,control,1,1,0,synthetic,near_null_effect
SYN-008684,control,1,1,0,synthetic,near_null_effect
SYN-008685,treatment,1,1,0,synthetic,near_null_effect
SYN-008686,treatment,1,1,0,synthetic,near_null_effect
SYN-008687,treatment,1,1,0,synthetic,near_null_effect
SYN-008688,control,1,1,0,synthetic,near_null_effect
SYN-008689,control,1,1,0,synthetic,near_null_effect
SYN-008690,treatment,1,1,0,synthetic,near_null_effect
SYN-008691,control,1,1,0,synthetic,near_null_effect
SYN-008692,control,1,1,0,synthetic,near_null_effect
SYN-008693,treatment,1,1,1,synthetic,near_null_effect
SYN-008694,treatment,1,1,0,synthetic,near_null_effect
SYN-008695,control,1,1,0,synthetic,near_null_effect
SYN-008696,treatment,1,1,0,synthetic,near_null_effect
SYN-008697,control,1,1,0,synthetic,near_null_effect
SYN-008698,treatment,1,1,0,synthetic,near_null_effect
SYN-008699,treatment,1,1,0,synthetic,near_null_effect
SYN-008700,treatment,1,1,0,synthetic,near_null_effect
SYN-008701,treatment,1,1,0,synthetic,near_null_effect
SYN-008702,treatment,1,1,0,synthetic,near_null_effect
SYN-008703,control,1,1,0,synthetic,near_null_effect
SYN-008704,control,1,1,0,synthetic,near_null_effect
SYN-008705,control,1,1,0,synthetic,near_null_effect
SYN-008706,control,1,1,0,synthetic,near_null_effect
SYN-008707,treatment,1,1,0,synthetic,near_null_effect
SYN-008708,treatment,1,1,1,synthetic,near_null_effect
SYN-008709,treatment,1,1,0,synthetic,near_null_effect
SYN-008710,control,1,1,0,synthetic,near_null_effect
SYN-008711,treatment,1,1,0,synthetic,near_null_effect
SYN-008712,control,1,1,0,synthetic,near_null_effect
SYN-008713,control,1,1,0,synthetic,near_null_effect
SYN-008714,treatment,1,1,0,synthetic,near_null_effect
SYN-008715,treatment,1,1,0,synthetic,near_null_effect
SYN-008716,treatment,1,1,0,synthetic,near_null_effect
SYN-008717,control,1,1,0,synthetic,near_null_effect
SYN-008718,control,1,1,0,synthetic,near_null_effect
SYN-008719,treatment,1,1,0,synthetic,near_null_effect
SYN-008720,treatment,1,1,0,synthetic,near_null_effect
SYN-008721,treatment,1,1,0,synthetic,near_null_effect
SYN-008722,control,1,1,0,synthetic,near_null_effect
SYN-008723,control,1,1,0,synthetic,near_null_effect
SYN-008724,control,1,1,0,synthetic,near_null_effect
SYN-008725,treatment,1,1,0,synthetic,near_null_effect
SYN-008726,control,1,1,0,synthetic,near_null_effect
SYN-008727,control,1,1,0,synthetic,near_null_effect
SYN-008728,control,1,1,0,synthetic,near_null_effect
SYN-008729,treatment,1,1,1,synthetic,near_null_effect
SYN-008730,control,1,1,0,synthetic,near_null_effect
SYN-008731,treatment,1,1,0,synthetic,near_null_effect
SYN-008732,control,1,1,0,synthetic,near_null_effect
SYN-008733,control,1,1,0,synthetic,near_null_effect
SYN-008734,treatment,1,1,0,synthetic,near_null_effect
SYN-008735,control,1,1,0,synthetic,near_null_effect
SYN-008736,treatment,1,1,0,synthetic,near_null_effect
SYN-008737,control,1,1,0,synthetic,near_null_effect
SYN-008738,control,1,1,0,synthetic,near_null_effect
SYN-008739,control,1,1,0,synthetic,near_null_effect
SYN-008740,control,1,1,0,synthetic,near_null_effect
SYN-008741,treatment,1,1,0,synthetic,near_null_effect
SYN-008742,treatment,1,1,0,synthetic,near_null_effect
SYN-008743,treatment,1,1,0,synthetic,near_null_effect
SYN-008744,control,1,1,0,synthetic,near_null_effect
SYN-008745,control,1,1,0,synthetic,near_null_effect
SYN-008746,control,1,1,0,synthetic,near_null_effect
SYN-008747,treatment,1,1,0,synthetic,near_null_effect
SYN-008748,control,1,1,0,synthetic,near_null_effect
SYN-008749,treatment,1,1,0,synthetic,near_null_effect
SYN-008750,treatment,1,1,0,synthetic,near_null_effect
SYN-008751,control,1,1,0,synthetic,near_null_effect
SYN-008752,control,1,1,0,synthetic,near_null_effect
SYN-008753,control,1,1,0,synthetic,near_null_effect
SYN-008754,control,1,1,0,synthetic,near_null_effect
SYN-008755,treatment,1,1,0,synthetic,near_null_effect
SYN-008756,treatment,1,1,0,synthetic,near_null_effect
SYN-008757,control,1,1,0,synthetic,near_null_effect
SYN-008758,control,1,1,0,synthetic,near_null_effect
SYN-008759,treatment,1,1,0,synthetic,near_null_effect
SYN-008760,treatment,1,1,0,synthetic,near_null_effect
SYN-008761,control,1,1,0,synthetic,near_null_effect
SYN-008762,treatment,1,1,0,synthetic,near_null_effect
SYN-008763,treatment,1,1,0,synthetic,near_null_effect
SYN-008764,treatment,1,1,0,synthetic,near_null_effect
SYN-008765,treatment,1,1,0,synthetic,near_null_effect
SYN-008766,treatment,1,1,0,synthetic,near_null_effect
SYN-008767,control,1,1,0,synthetic,near_null_effect
SYN-008768,treatment,1,1,1,synthetic,near_null_effect
SYN-008769,control,1,1,1,synthetic,near_null_effect
SYN-008770,treatment,1,1,1,synthetic,near_null_effect
SYN-008771,control,1,1,1,synthetic,near_null_effect
SYN-008772,control,1,1,0,synthetic,near_null_effect
SYN-008773,control,1,1,0,synthetic,near_null_effect
SYN-008774,control,1,1,0,synthetic,near_null_effect
SYN-008775,treatment,1,1,0,synthetic,near_null_effect
SYN-008776,treatment,1,1,0,synthetic,near_null_effect
SYN-008777,treatment,1,1,0,synthetic,near_null_effect
SYN-008778,control,1,1,0,synthetic,near_null_effect
SYN-008779,control,1,1,1,synthetic,near_null_effect
SYN-008780,treatment,1,1,0,synthetic,near_null_effect
SYN-008781,treatment,1,1,0,synthetic,near_null_effect
SYN-008782,treatment,1,1,1,synthetic,near_null_effect
SYN-008783,control,1,1,0,synthetic,near_null_effect
SYN-008784,treatment,1,1,0,synthetic,near_null_effect
SYN-008785,control,1,1,0,synthetic,near_null_effect
SYN-008786,treatment,1,1,0,synthetic,near_null_effect
SYN-008787,treatment,1,1,0,synthetic,near_null_effect
SYN-008788,control,1,1,0,synthetic,near_null_effect
SYN-008789,control,1,1,0,synthetic,near_null_effect
SYN-008790,control,1,1,0,synthetic,near_null_effect
SYN-008791,control,1,1,0,synthetic,near_null_effect
SYN-008792,treatment,1,1,0,synthetic,near_null_effect
SYN-008793,treatment,1,1,0,synthetic,near_null_effect
SYN-008794,control,1,1,1,synthetic,near_null_effect
SYN-008795,treatment,1,1,0,synthetic,near_null_effect
SYN-008796,control,1,1,0,synthetic,near_null_effect
SYN-008797,control,1,1,1,synthetic,near_null_effect
SYN-008798,treatment,1,1,0,synthetic,near_null_effect
SYN-008799,control,1,1,0,synthetic,near_null_effect
SYN-008800,treatment,1,1,0,synthetic,near_null_effect
SYN-008801,control,1,1,0,synthetic,near_null_effect
SYN-008802,treatment,1,1,0,synthetic,near_null_effect
SYN-008803,control,1,1,0,synthetic,near_null_effect
SYN-008804,control,1,1,0,synthetic,near_null_effect
SYN-008805,control,1,1,0,synthetic,near_null_effect
SYN-008806,control,1,1,1,synthetic,near_null_effect
SYN-008807,treatment,1,1,0,synthetic,near_null_effect
SYN-008808,control,1,1,1,synthetic,near_null_effect
SYN-008809,control,1,1,0,synthetic,near_null_effect
SYN-008810,treatment,1,1,0,synthetic,near_null_effect
SYN-008811,control,1,1,0,synthetic,near_null_effect
SYN-008812,control,1,1,0,synthetic,near_null_effect
SYN-008813,control,1,1,1,synthetic,near_null_effect
SYN-008814,control,1,1,0,synthetic,near_null_effect
SYN-008815,control,1,1,0,synthetic,near_null_effect
SYN-008816,control,1,1,0,synthetic,near_null_effect
SYN-008817,treatment,1,1,0,synthetic,near_null_effect
SYN-008818,control,1,1,0,synthetic,near_null_effect
SYN-008819,treatment,1,1,1,synthetic,near_null_effect
SYN-008820,treatment,1,1,0,synthetic,near_null_effect
SYN-008821,control,1,1,0,synthetic,near_null_effect
SYN-008822,control,1,1,0,synthetic,near_null_effect
SYN-008823,treatment,1,1,0,synthetic,near_null_effect
SYN-008824,treatment,1,1,0,synthetic,near_null_effect
SYN-008825,treatment,1,1,0,synthetic,near_null_effect
SYN-008826,treatment,1,1,1,synthetic,near_null_effect
SYN-008827,control,1,1,0,synthetic,near_null_effect
SYN-008828,treatment,1,1,0,synthetic,near_null_effect
SYN-008829,treatment,1,1,0,synthetic,near_null_effect
SYN-008830,control,1,1,0,synthetic,near_null_effect
SYN-008831,control,1,1,0,synthetic,near_null_effect
SYN-008832,control,1,1,0,synthetic,near_null_effect
SYN-008833,control,1,1,0,synthetic,near_null_effect
SYN-008834,treatment,1,1,0,synthetic,near_null_effect
SYN-008835,control,1,1,0,synthetic,near_null_effect
SYN-008836,treatment,1,1,0,synthetic,near_null_effect
SYN-008837,control,1,1,0,synthetic,near_null_effect
SYN-008838,control,1,1,0,synthetic,near_null_effect
SYN-008839,control,1,1,0,synthetic,near_null_effect
SYN-008840,treatment,1,1,0,synthetic,near_null_effect
SYN-008841,treatment,1,1,0,synthetic,near_null_effect
SYN-008842,treatment,1,1,0,synthetic,near_null_effect
SYN-008843,control,1,1,0,synthetic,near_null_effect
SYN-008844,control,1,1,0,synthetic,near_null_effect
SYN-008845,control,1,1,0,synthetic,near_null_effect
SYN-008846,control,1,1,0,synthetic,near_null_effect
SYN-008847,control,1,1,0,synthetic,near_null_effect
SYN-008848,control,1,1,0,synthetic,near_null_effect
SYN-008849,control,1,1,0,synthetic,near_null_effect
SYN-008850,treatment,1,1,0,synthetic,near_null_effect
SYN-008851,control,1,1,0,synthetic,near_null_effect
SYN-008852,treatment,1,1,0,synthetic,near_null_effect
SYN-008853,control,1,1,0,synthetic,near_null_effect
SYN-008854,treatment,1,1,0,synthetic,near_null_effect
SYN-008855,control,1,1,0,synthetic,near_null_effect
SYN-008856,control,1,1,0,synthetic,near_null_effect
SYN-008857,treatment,1,1,0,synthetic,near_null_effect
SYN-008858,control,1,1,0,synthetic,near_null_effect
SYN-008859,control,1,1,0,synthetic,near_null_effect
SYN-008860,control,1,1,0,synthetic,near_null_effect
SYN-008861,treatment,1,1,0,synthetic,near_null_effect
SYN-008862,treatment,1,1,0,synthetic,near_null_effect
SYN-008863,treatment,1,1,0,synthetic,near_null_effect
SYN-008864,control,1,1,0,synthetic,near_null_effect
SYN-008865,control,1,1,0,synthetic,near_null_effect
SYN-008866,control,1,1,0,synthetic,near_null_effect
SYN-008867,control,1,1,0,synthetic,near_null_effect
SYN-008868,control,1,1,1,synthetic,near_null_effect
SYN-008869,control,1,1,0,synthetic,near_null_effect
SYN-008870,treatment,1,1,0,synthetic,near_null_effect
SYN-008871,control,1,1,0,synthetic,near_null_effect
SYN-008872,treatment,1,1,0,synthetic,near_null_effect
SYN-008873,treatment,1,1,0,synthetic,near_null_effect
SYN-008874,treatment,1,1,0,synthetic,near_null_effect
SYN-008875,treatment,1,1,1,synthetic,near_null_effect
SYN-008876,treatment,1,1,0,synthetic,near_null_effect
SYN-008877,control,1,1,0,synthetic,near_null_effect
SYN-008878,treatment,1,1,0,synthetic,near_null_effect
SYN-008879,control,1,1,0,synthetic,near_null_effect
SYN-008880,treatment,1,1,0,synthetic,near_null_effect
